n.RepeFonct,ElemSys,n.LineRev,n.ComponentKind,n.Contrat,n.ActuKind,n.PSU_ECS1,n.PSU_Volt1,n.t_CloseReq,Type,n.ValvFailSfPositn,SGApp
-DCL7181RA-,-DCL,I.6,Fire Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DCL7181RAM,-DCL,I.6,Fire damper actuator,/HK2721,Fire Damper,-JDT3005AI-,24,-,ELECTRICAL ACTUATOR,No,-
-DCL7183RA-,-DCL,I.6,Fire Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DCL7183RAM,-DCL,I.6,Fire damper actuator,/HK2721,Fire Damper,-JDT3005AI-,24,-,ELECTRICAL ACTUATOR,No,-
-DCL7184RA-,-DCL,I.6,Fire Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DCL7184RAM,-DCL,I.6,Fire damper actuator,/HK2721,Fire Damper,-JDT3005AI-,24,-,ELECTRICAL ACTUATOR,No,-
-DCL7188RA-,-DCL,I.6,Fire Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DCL7188RAM,-DCL,I.6,Fire damper actuator,/HK2721,Fire Damper,-JDT3005AI-,24,-,ELECTRICAL ACTUATOR,No,-
-DCL7189RA-,-DCL,I.6,Fire Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DCL7189RAM,-DCL,I.6,Fire damper actuator,/HK2721,Fire Damper,-JDT3005AI-,24,-,ELECTRICAL ACTUATOR,No,-
-DCL7203RA-,-DCL,I.6,Fire Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DCL7203RAM,-DCL,I.6,Fire damper actuator,/HK2721,Fire Damper,-JDT2005AI-,24,-,ELECTRICAL ACTUATOR,No,-
-DCL7204RA-,-DCL,I.6,Fire Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DCL7204RAM,-DCL,I.6,Fire damper actuator,/HK2721,Fire Damper,-JDT2003CR-,24,-,ELECTRICAL ACTUATOR,No,-
-DCL7268RA-,-DCL,I.6,Fire Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DCL7268RAM,-DCL,I.6,Fire damper actuator,/HK2721,Fire Damper,-JDT2004AI-,24,-,ELECTRICAL ACTUATOR,No,-
-DCL7303RA-,-DCL,I.6,Fire Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DCL7303RAM,-DCL,I.6,Fire damper actuator,/HK2721,Fire Damper,-JDT3005AI-,24,-,ELECTRICAL ACTUATOR,No,-
-DCL7304RA-,-DCL,I.6,Fire Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DCL7304RAM,-DCL,I.6,Fire damper actuator,/HK2721,Fire Damper,-JDT3004AI-,24,-,ELECTRICAL ACTUATOR,No,-
-DCL7391RA-,-DCL,I.6,Fire Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DCL7391RAM,-DCL,I.6,Fire damper actuator,/HK2721,Fire Damper,-JDT3005AI-,24,-,ELECTRICAL ACTUATOR,No,-
-DCL7401RA-,-DCL,I.6,Fire Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DCL7401RAM,-DCL,I.6,Fire damper actuator,/HK2721,Fire Damper,-JDT3003CR-,24,-,ELECTRICAL ACTUATOR,No,-
-DCL7402RA-,-DCL,I.6,Fire Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DCL7402RAM,-DCL,I.6,Fire damper actuator,/HK2721,Fire Damper,-JDT3003CR-,24,-,ELECTRICAL ACTUATOR,No,-
-DCL7403RA-,-DCL,I.6,Fire Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DCL7403RAM,-DCL,I.6,Fire damper actuator,/HK2721,Fire Damper,-JDT3003CR-,24,-,ELECTRICAL ACTUATOR,No,-
-DCL7404RA-,-DCL,I.1,Fire Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DCL7405RA-,-DCL,I.1,Fire Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DCL7601RA-,-DCL,I.6,Fire Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DCL7601RAM,-DCL,I.6,Fire damper actuator,/HK2721,Fire Damper,-JDT2005AI-,24,-,ELECTRICAL ACTUATOR,No,-
-DCL7644RA-,-DCL,I.6,Fire Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DCL7644RAM,-DCL,I.6,Fire damper actuator,/HK2721,Fire Damper,-JDT2005AI-,24,-,ELECTRICAL ACTUATOR,No,-
-DCL7650RA-,-DCL,I.6,Fire Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DCL7650RAM,-DCL,I.6,Fire damper actuator,/HK2721,Fire Damper,-JDT2005AI-,24,-,ELECTRICAL ACTUATOR,No,-
-DCL7661RA-,-DCL,I.7,Fire Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DCL7661RAM,-DCL,I.6,Fire damper actuator,/HK2721,Fire Damper,-JDT2005AI-,24,-,ELECTRICAL ACTUATOR,No,-
-DCL7662RA-,-DCL,I.7,Fire Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DCL7662RAM,-DCL,I.6,Fire damper actuator,/HK2721,Fire Damper,-JDT2005AI-,24,-,ELECTRICAL ACTUATOR,No,-
-DCL7701RA-,-DCL,I.6,Fire Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DCL7701RAM,-DCL,I.6,Fire damper actuator,/HK2721,Fire Damper,-JDT2005AI-,24,-,ELECTRICAL ACTUATOR,No,-
-DCL7744RA-,-DCL,I.6,Fire Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DCL7744RAM,-DCL,I.6,Fire damper actuator,/HK2721,Fire Damper,-JDT2005AI-,24,-,ELECTRICAL ACTUATOR,No,-
-DCL7750RA-,-DCL,I.6,Fire Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DCL7750RAM,-DCL,I.6,Fire damper actuator,/HK2721,Fire Damper,-JDT2005AI-,24,-,ELECTRICAL ACTUATOR,No,-
-DCL7761RA-,-DCL,I.7,Fire Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DCL7761RAM,-DCL,I.6,Fire damper actuator,/HK2721,Fire Damper,-JDT2004AI-,24,-,ELECTRICAL ACTUATOR,No,-
-DCL7762RA-,-DCL,I.7,Fire Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DCL7762RAM,-DCL,I.6,Fire damper actuator,/HK2721,Fire Damper,-JDT2004AI-,24,-,ELECTRICAL ACTUATOR,No,-
-DCL7801RA-,-DCL,I.6,Fire Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DCL7801RAM,-DCL,I.6,Fire damper actuator,/HK2721,Fire Damper,-JDT3004AI-,24,-,ELECTRICAL ACTUATOR,No,-
-DCL7844RA-,-DCL,I.6,Fire Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DCL7844RAM,-DCL,I.6,Fire damper actuator,/HK2721,Fire Damper,-JDT3005AI-,24,-,ELECTRICAL ACTUATOR,No,-
-DCL7850RA-,-DCL,I.6,Fire Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DCL7850RAM,-DCL,I.6,Fire damper actuator,/HK2721,Fire Damper,-JDT3005AI-,24,-,ELECTRICAL ACTUATOR,No,-
-DCL7861RA-,-DCL,I.7,Fire Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DCL7861RAM,-DCL,I.6,Fire damper actuator,/HK2721,Fire Damper,-JDT3004AI-,24,-,ELECTRICAL ACTUATOR,No,-
-DCL7862RA-,-DCL,I.7,Fire Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DCL7862RAM,-DCL,I.6,Fire damper actuator,/HK2721,Fire Damper,-JDT3005AI-,24,-,ELECTRICAL ACTUATOR,No,-
-DCL7901RA-,-DCL,I.6,Fire Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DCL7901RAM,-DCL,I.6,Fire damper actuator,/HK2721,Fire Damper,-JDT3005AI-,24,-,ELECTRICAL ACTUATOR,No,-
-DCL7944RA-,-DCL,I.6,Fire Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DCL7944RAM,-DCL,I.6,Fire damper actuator,/HK2721,Fire Damper,-JDT3004AI-,24,-,ELECTRICAL ACTUATOR,No,-
-DCL7950RA-,-DCL,I.6,Fire Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DCL7950RAM,-DCL,I.6,Fire damper actuator,/HK2721,Fire Damper,-JDT3005AI-,24,-,ELECTRICAL ACTUATOR,No,-
-DCL7961RA-,-DCL,I.7,Fire Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DCL7961RAM,-DCL,I.6,Fire damper actuator,/HK2721,Fire Damper,-JDT3005AI-,24,-,ELECTRICAL ACTUATOR,No,-
-DCL7962RA-,-DCL,I.7,Fire Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DCL7962RAM,-DCL,I.6,Fire damper actuator,/HK2721,Fire Damper,-JDT3005AI-,24,-,ELECTRICAL ACTUATOR,No,-
-DCL8172RA-,-DCL,I.6,Fire Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DCL8172RAM,-DCL,I.6,Fire damper actuator,/HK2721,Fire Damper,-JDT2004AI-,24,-,ELECTRICAL ACTUATOR,No,-
-DCL8248RA-,-DCL,I.6,Fire Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DCL8248RAM,-DCL,I.6,Fire damper actuator,/HK2721,Fire Damper,-JDT3004AI-,24,-,ELECTRICAL ACTUATOR,No,-
-DCL8249RA-,-DCL,I.6,Fire Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DCL8249RAM,-DCL,I.6,Fire damper actuator,/HK2721,Fire Damper,-JDT3003CR-,24,-,ELECTRICAL ACTUATOR,No,-
-DCL8273RA-,-DCL,I.6,Fire Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DCL8273RAM,-DCL,I.6,Fire damper actuator,/HK2721,Fire Damper,-JDT3004AI-,24,-,ELECTRICAL ACTUATOR,No,-
-DCL8301RA-,-DCL,I.6,Fire Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DCL8301RAM,-DCL,I.6,Fire damper actuator,/HK2721,Fire Damper,-JDT3003CR-,24,-,ELECTRICAL ACTUATOR,No,-
-DCL8302RA-,-DCL,I.6,Fire Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DCL8302RAM,-DCL,I.6,Fire damper actuator,/HK2721,Fire Damper,-JDT3003CR-,24,-,ELECTRICAL ACTUATOR,No,-
-DCL8303RA-,-DCL,I.6,Fire Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DCL8303RAM,-DCL,I.6,Fire damper actuator,/HK2721,Fire Damper,-JDT3003CR-,24,-,ELECTRICAL ACTUATOR,No,-
-DCL8401RA-,-DCL,I.6,Fire Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DCL8401RAM,-DCL,I.6,Fire damper actuator,/HK2721,Fire Damper,-JDT3003CR-,24,-,ELECTRICAL ACTUATOR,No,-
-DCL8501RA-,-DCL,I.6,Fire Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DCL8501RAM,-DCL,I.6,Fire damper actuator,/HK2721,Fire Damper,-JDT2004CR-,24,-,ELECTRICAL ACTUATOR,No,-
-DCL8502RA-,-DCL,I.6,Fire Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DCL8502RAM,-DCL,I.6,Fire damper actuator,/HK2721,Fire Damper,-JDT2004AI-,24,-,ELECTRICAL ACTUATOR,No,-
-DCL9101RA-,-DCL,I.8,Non return damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
-DCL9111RA-,-DCL,I.8,Non return damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
-DCL9201RA-,-DCL,I.8,Non return damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
-DCL9211RA-,-DCL,I.8,Non return damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
-DCL9301RA-,-DCL,I.8,Non return damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
-DCL9311RA-,-DCL,I.8,Non return damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
-DCL9401RA-,-DCL,I.8,Non return damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
-DCL9411RA-,-DCL,I.8,Non return damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
-DFL1112RA-,-DFL,I.4,Smoke relief damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DFL1112RAM,-DFL,I.3,Smoke damper Actuator,/HK2721,Smoke Damper,-JDT1005CR-,24,[NE],ELECTRICAL ACTUATOR,No,-
-DFL1114RA-,-DFL,I.3,Smoke relief damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DFL1114RAM,-DFL,I.2,Smoke damper Actuator,/HK2721,Smoke Damper,-JDT1005CR-,24,[NE],ELECTRICAL ACTUATOR,No,-
-DFL1116RA-,-DFL,I.4,Smoke relief damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DFL1116RAM,-DFL,I.3,Smoke damper Actuator,/HK2721,Smoke Damper,-JDT1005CR-,24,[NE],ELECTRICAL ACTUATOR,No,-
-DFL1118RA-,-DFL,I.3,Smoke relief damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DFL1118RAM,-DFL,I.2,Smoke damper Actuator,/HK2721,Smoke Damper,-JDT1005CR-,24,[NE],ELECTRICAL ACTUATOR,No,-
-DFL1120RA-,-DFL,I.4,Smoke relief damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DFL1120RAM,-DFL,I.3,Smoke damper Actuator,/HK2721,Smoke Damper,-JDT1005CR-,24,[NE],ELECTRICAL ACTUATOR,No,-
-DFL1122RA-,-DFL,I.4,Smoke relief damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DFL1122RAM,-DFL,I.3,Smoke damper Actuator,/HK2721,Smoke Damper,-JDT1005CR-,24,[NE],ELECTRICAL ACTUATOR,No,-
-DFL1124RA-,-DFL,I.4,Smoke relief damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DFL1124RAM,-DFL,I.3,Smoke damper Actuator,/HK2721,Smoke Damper,-JDT1005CR-,24,[NE],ELECTRICAL ACTUATOR,No,-
-DFL1128RA-,-DFL,I.4,Smoke relief damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DFL1128RAM,-DFL,I.3,Smoke damper Actuator,/HK2721,Smoke Damper,-JDT1005CR-,24,[NE],ELECTRICAL ACTUATOR,No,-
-DFL1132RA-,-DFL,I.4,Smoke relief damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DFL1132RAM,-DFL,I.3,Smoke damper Actuator,/HK2721,Smoke Damper,-JDT1005CR-,24,[NE],ELECTRICAL ACTUATOR,No,-
-DFL1154RA-,-DFL,I.4,Motorized isolation damper,/HK2721,null,null,null,null,DAMPER,null,SG41-02-1
-DFL1154RAM,-DFL,I.4,Isolation damper Actuator,/HK2721,Isolation Damper,-DFL2110TB-,400,[E],ELECTRICAL ACTUATOR,No,-
-DFL1210RA-,-DFL,I.2,Motorized isolation damper,/HK2721,null,null,null,null,DAMPER,null,SG41-02-1
-DFL1210RAM,-DFL,I.2,Isolation damper Actuator,/HK2721,Isolation Damper,-DFL2710TB-,400,[E],ELECTRICAL ACTUATOR,No,-
-DFL1212RA-,-DFL,I.4,Smoke relief damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DFL1212RAM,-DFL,I.3,Smoke damper Actuator,/HK2721,Smoke Damper,-JDT3005CR-,24,[NE],ELECTRICAL ACTUATOR,No,-
-DFL1230RA-,-DFL,I.4,Smoke relief damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DFL1230RAM,-DFL,I.3,Smoke damper Actuator,/HK2721,Smoke Damper,-JDT2003AI-,24,[NE],ELECTRICAL ACTUATOR,No,-
-DFL1233RA-,-DFL,I.4,Smoke relief damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DFL1233RAM,-DFL,I.3,Smoke damper Actuator,/HK2721,Smoke Damper,-JDT2003AI-,24,[NE],ELECTRICAL ACTUATOR,No,-
-DFL1234RA-,-DFL,I.4,Smoke relief damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DFL1234RAM,-DFL,I.3,Smoke damper Actuator,/HK2721,Smoke Damper,-JDT2003AI-,24,[NE],ELECTRICAL ACTUATOR,No,-
-DFL1238RA-,-DFL,I.4,Smoke relief damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DFL1238RAM,-DFL,I.3,Smoke damper Actuator,/HK2721,Smoke Damper,-JDT2003AI-,24,[NE],ELECTRICAL ACTUATOR,No,-
-DFL1242RA-,-DFL,I.4,Smoke relief damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DFL1242RAM,-DFL,I.3,Smoke damper Actuator,/HK2721,Smoke Damper,-JDT2003AI-,24,[NE],ELECTRICAL ACTUATOR,No,-
-DFL1246RA-,-DFL,I.4,Smoke relief damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DFL1246RAM,-DFL,I.3,Smoke damper Actuator,/HK2721,Smoke Damper,-JDT2003AI-,24,[NE],ELECTRICAL ACTUATOR,No,-
-DFL1264RA-,-DFL,I.4,Motorized isolation damper,/HK2721,null,null,null,null,DAMPER,null,SG41-02-1
-DFL1264RAM,-DFL,I.4,Isolation damper Actuator,/HK2721,Isolation Damper,-DFL2710TB-,400,[E],ELECTRICAL ACTUATOR,No,-
-DFL1330RA-,-DFL,I.4,Smoke relief damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DFL1330RAM,-DFL,I.3,Smoke damper Actuator,/HK2721,Smoke Damper,-JDT3003AI-,24,[NE],ELECTRICAL ACTUATOR,No,-
-DFL1333RA-,-DFL,I.4,Smoke relief damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DFL1333RAM,-DFL,I.3,Smoke damper Actuator,/HK2721,Smoke Damper,-JDT3003AI-,24,[NE],ELECTRICAL ACTUATOR,No,-
-DFL1334RA-,-DFL,I.4,Smoke relief damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DFL1334RAM,-DFL,I.3,Smoke damper Actuator,/HK2721,Smoke Damper,-JDT3003AI-,24,[NE],ELECTRICAL ACTUATOR,No,-
-DFL1338RA-,-DFL,I.4,Smoke relief damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DFL1338RAM,-DFL,I.3,Smoke damper Actuator,/HK2721,Smoke Damper,-JDT3003AI-,24,[NE],ELECTRICAL ACTUATOR,No,-
-DFL1342RA-,-DFL,I.4,Smoke relief damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DFL1342RAM,-DFL,I.3,Smoke damper Actuator,/HK2721,Smoke Damper,-JDT3003AI-,24,[NE],ELECTRICAL ACTUATOR,No,-
-DFL1346RA-,-DFL,I.4,Smoke relief damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DFL1346RAM,-DFL,I.3,Smoke damper Actuator,/HK2721,Smoke Damper,-JDT3003AI-,24,[NE],ELECTRICAL ACTUATOR,No,-
-DFL1364RA-,-DFL,I.4,Motorized isolation damper,/HK2721,null,null,null,null,DAMPER,null,SG41-02-1
-DFL1364RAM,-DFL,I.4,Isolation damper Actuator,/HK2721,Isolation Damper,-DFL2310TB-,400,[E],ELECTRICAL ACTUATOR,No,-
-DFL1412RA-,-DFL,I.4,Smoke relief damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DFL1412RAM,-DFL,I.3,Smoke damper Actuator,/HK2721,Smoke Damper,-JDT4005CR-,24,[NE],ELECTRICAL ACTUATOR,No,-
-DFL1414RA-,-DFL,I.3,Smoke relief damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DFL1414RAM,-DFL,I.2,Smoke damper Actuator,/HK2721,Smoke Damper,-JDT4005CR-,24,[NE],ELECTRICAL ACTUATOR,No,-
-DFL1416RA-,-DFL,I.4,Smoke relief damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DFL1416RAM,-DFL,I.3,Smoke damper Actuator,/HK2721,Smoke Damper,-JDT4005CR-,24,[NE],ELECTRICAL ACTUATOR,No,-
-DFL1418RA-,-DFL,I.3,Smoke relief damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DFL1418RAM,-DFL,I.2,Smoke damper Actuator,/HK2721,Smoke Damper,-JDT4005CR-,24,[NE],ELECTRICAL ACTUATOR,No,-
-DFL1420RA-,-DFL,I.4,Smoke relief damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DFL1420RAM,-DFL,I.3,Smoke damper Actuator,/HK2721,Smoke Damper,-JDT4005CR-,24,[NE],ELECTRICAL ACTUATOR,No,-
-DFL1422RA-,-DFL,I.4,Smoke relief damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DFL1422RAM,-DFL,I.3,Smoke damper Actuator,/HK2721,Smoke Damper,-JDT4005CR-,24,[NE],ELECTRICAL ACTUATOR,No,-
-DFL1424RA-,-DFL,I.4,Smoke relief damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DFL1424RAM,-DFL,I.3,Smoke damper Actuator,/HK2721,Smoke Damper,-JDT4005CR-,24,[NE],ELECTRICAL ACTUATOR,No,-
-DFL1428RA-,-DFL,I.4,Smoke relief damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DFL1428RAM,-DFL,I.3,Smoke damper Actuator,/HK2721,Smoke Damper,-JDT4005CR-,24,[NE],ELECTRICAL ACTUATOR,No,-
-DFL1432RA-,-DFL,I.4,Smoke relief damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DFL1432RAM,-DFL,I.3,Smoke damper Actuator,/HK2721,Smoke Damper,-JDT4005CR-,24,[NE],ELECTRICAL ACTUATOR,No,-
-DFL1454RA-,-DFL,I.4,Motorized isolation damper,/HK2721,null,null,null,null,DAMPER,null,SG41-02-1
-DFL1454RAM,-DFL,I.4,Isolation damper Actuator,/HK2721,Isolation Damper,-DFL2410TB-,400,[E],ELECTRICAL ACTUATOR,No,-
-DFL2108RA-,-DFL,I.4,Motorized isolation damper,/HK2721,null,null,null,null,DAMPER,null,SG41-02-1
-DFL2108RAM,-DFL,I.4,Isolation damper Actuator,/HK2721,Isolation Damper,-DFL2110TB-,400,[E],ELECTRICAL ACTUATOR,No,-
-DFL2109RA-,-DFL,I.4,Smoke relief damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DFL2109RAM,-DFL,I.3,Smoke damper Actuator,/HK2721,Smoke Damper,-JDT1010AI-,24,[NE],ELECTRICAL ACTUATOR,No,-
-DFL2121RA-,-DFL,I.4,Pressure relief damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
-DFL2122RA-,-DFL,I.4,Pressure relief damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
-DFL2123RA-,-DFL,I.4,Pressure relief damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
-DFL2124RA-,-DFL,I.4,Pressure relief damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
-DFL2125RA-,-DFL,I.4,Pressure relief damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
-DFL2126RA-,-DFL,I.4,Pressure relief damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
-DFL2127RA-,-DFL,I.4,Pressure relief damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
-DFL2131RA-,-DFL,I.4,Fire Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DFL2131RAM,-DFL,I.3,Fire damper actuator,/HK2721,Fire Damper,-JDT1004AI-,24,[NE],ELECTRICAL ACTUATOR,No,-
-DFL2132RA-,-DFL,I.4,Fire Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DFL2132RAM,-DFL,I.3,Fire damper actuator,/HK2721,Fire Damper,-JDT1005CR-,24,[NE],ELECTRICAL ACTUATOR,No,-
-DFL2133RA-,-DFL,I.4,Fire Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DFL2133RAM,-DFL,I.3,Fire damper actuator,/HK2721,Fire Damper,-JDT1006CR-,24,[NE],ELECTRICAL ACTUATOR,No,-
-DFL2134RA-,-DFL,I.4,Fire Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DFL2134RAM,-DFL,I.3,Fire damper actuator,/HK2721,Fire Damper,-JDT1007AI-,24,[NE],ELECTRICAL ACTUATOR,No,-
-DFL2135RA-,-DFL,I.4,Fire Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DFL2135RAM,-DFL,I.3,Fire damper actuator,/HK2721,Fire Damper,-JDT1008CR-,24,[NE],ELECTRICAL ACTUATOR,No,-
-DFL2136RA-,-DFL,I.4,Fire Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DFL2136RAM,-DFL,I.3,Fire damper actuator,/HK2721,Fire Damper,-JDT1009AI-,24,[NE],ELECTRICAL ACTUATOR,No,-
-DFL2137RA-,-DFL,I.4,Fire Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DFL2137RAM,-DFL,I.3,Fire damper actuator,/HK2721,Fire Damper,-JDT1010AI-,24,[NE],ELECTRICAL ACTUATOR,No,-
-DFL2141RA-,-DFL,I.4,Smoke relief damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DFL2141RAM,-DFL,I.3,Smoke damper Actuator,/HK2721,Smoke Damper,-JDT1004AI-,24,[NE],ELECTRICAL ACTUATOR,No,-
-DFL2142RA-,-DFL,I.4,Smoke relief damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DFL2142RAM,-DFL,I.3,Smoke damper Actuator,/HK2721,Smoke Damper,-JDT1005CR-,24,[NE],ELECTRICAL ACTUATOR,No,-
-DFL2143RA-,-DFL,I.4,Smoke relief damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DFL2143RAM,-DFL,I.3,Smoke damper Actuator,/HK2721,Smoke Damper,-JDT1006CR-,24,[NE],ELECTRICAL ACTUATOR,No,-
-DFL2144RA-,-DFL,I.4,Smoke relief damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DFL2144RAM,-DFL,I.3,Smoke damper Actuator,/HK2721,Smoke Damper,-JDT1007AI-,24,[NE],ELECTRICAL ACTUATOR,No,-
-DFL2145RA-,-DFL,I.4,Smoke relief damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DFL2145RAM,-DFL,I.3,Smoke damper Actuator,/HK2721,Smoke Damper,-JDT1008CR-,24,[NE],ELECTRICAL ACTUATOR,No,-
-DFL2146RA-,-DFL,I.4,Smoke relief damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DFL2146RAM,-DFL,I.3,Smoke damper Actuator,/HK2721,Smoke Damper,-JDT1009AI-,24,[NE],ELECTRICAL ACTUATOR,No,-
-DFL2147RA-,-DFL,I.4,Smoke relief damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DFL2147RAM,-DFL,I.3,Smoke damper Actuator,/HK2721,Smoke Damper,-JDT1010AI-,24,[NE],ELECTRICAL ACTUATOR,No,-
