RepeFonct,LineRev,LineStatus,ComponentKind,Contrat,Manufact,ActuKind,ActuRef,PSU_ECS1,PSU_Volt1,CompartAlloc,t_CloseReq,ValvFailSfPositn
-DFG1112RA-,I.5,Validated,Balancing Damper,/FD2321,F2A,null,[NE],null,[NE],null,[NE],[NE]
-DFG1113RA-,I.5,Validated,Balancing Damper,/FD2321,F2A,null,[NE],null,[NE],null,[NE],[NE]
